"the_geom","OBJECTID","NYSStreetID","LeftFromAddress","LeftToAddress","RightFromAddress","RightToAddress","CompleteStreetName","HighwayNumber","Jurisdiction","FCC","ACC","SPEED","LeftPostal","RightPostal","Shape.STLength(m)"
"MULTILINESTRING ((-78.810705133678 42.856201427128, -78.809788152194 42.856748446232, -78.808132191587 42.857782510701, -78.806494091328 42.858791466274, -78.805630080394 42.859315439543, -78.805527176717 42.859387473904))","453","477,799,775","66","298","65","299","Geary Street",,"12","A41","5","25","14210","14210","552.16674241509"
"MULTILINESTRING ((-78.867434190825 42.862930450648, -78.867425147727 42.862754462901))","9,643","477,799,082","500","512","517","525","Ohio Street",,"12","A41","4","25","14210","14204","19.58065371746"
"MULTILINESTRING ((-78.881657132315 42.90895547483, -78.881981116144 42.908922503444))","8,353","477,787,105","392","398","393","399","Bryant Street",,"12","A41","4","25","14222","14222","26.73159179701"
"MULTILINESTRING ((-78.877039133979 42.933395461689, -78.877130173879 42.933590454892, -78.877243154204 42.933787494914))","4,890","477,779,717","1326","1372","1327","1373","Elmwood Avenue",,"12","A31","4","35","14213","14222","46.69308116794"
"MULTILINESTRING ((-78.823417083715 42.867351486931, -78.823353176274 42.867327513209))","11,101","477,798,275",,,,,"Littell Avenue",,"12","A41","5","25","14210","14210","5.86685605781"
"MULTILINESTRING ((-78.864994171908 42.903070459411, -78.8651161727 42.903084431828, -78.86520311675 42.903072488274, -78.865302148231 42.903036456121))","8,170","477,788,543","42","50","41","49","Holloway Boulevard",,"12","A41","5","25","14209","14209","26.35328031642"
"MULTILINESTRING ((-78.842044152132 42.889647453624, -78.841030167681 42.889647493798))","6,634","477,792,468","182","206","181","203","Paderewski Drive",,"12","A40","5","25","14212","14212","82.89622729661"
"MULTILINESTRING ((-78.800335176199 42.931390490912, -78.800314117036 42.931446474101, -78.800268180216 42.931480504867, -78.800186087677 42.931494488758, -78.800118137318 42.931481441367, -78.800067096274 42.93144451208, -78.800050111886 42.931401498536))","1,735","477,780,514",,,,,"Eggert Court",,"12","A41","5","25","14215","14215","35.2398965657"
"MULTILINESTRING ((-78.889170122544 42.93642850798, -78.888867149201 42.936643470338))","3,065","477,778,889",,,,,"State Route 198","198","01","A15","2","65","14207","14207","34.40700219397"
"MULTILINESTRING ((-78.90648011678 42.940423496928, -78.906431135457 42.940443448468))","2,848","477,777,945",,,,,"Hertel Avenue",,"12","A41","4","25","14207","14207","4.57503005433"
"MULTILINESTRING ((-78.872656107816 42.875391434351, -78.872275159385 42.876576446675))","10,186","477,796,241","88","198","87","199","Mississippi Street",,"12","A41","5","25","14203","14203","135.38531973566"
"MULTILINESTRING ((-78.855232761991 42.836236585218, -78.855101781868 42.836272326012))","11,678","800,002,551",,,,,"Bicycle Route 517",,"12","A76","4","5","14203","14203","11.43030992593"
"MULTILINESTRING ((-78.894827127509 42.936565505474, -78.893547140769 42.936939460003))","3,028","477,778,846","234","274","233","271","Amherst Street","265","01","A31","4","35","14207","14207","112.52937616446"
"MULTILINESTRING ((-78.863230373281 42.852378699972, -78.86308878143 42.852133341629, -78.862855627349 42.851665964471, -78.862040212709 42.849728150539, -78.86193166481 42.84946738538, -78.861900763748 42.849361230228, -78.861878049228 42.849215262936))","9,569","477,800,671",,,,,"Ramp",,"12","A63","4","25","14218","14203","369.25591696888"
"MULTILINESTRING ((-78.899523227642 42.914556505133, -78.899449182472 42.915203515528))","8,671","477,785,629","1142","1160","1143","1159","Niagara Street","266","01","A31","3","35","14213","14213","72.19197185291"
"MULTILINESTRING ((-78.8615731399 42.898499454096, -78.86055818792 42.898480433526))","6,933","477,789,866","200","232","207","235","Carlton Street",,"12","A41","5","25","14204","14204","82.99141401376"
"MULTILINESTRING ((-78.813693176575 42.949598464375, -78.813694201513 42.94967451168))","2,189","477,775,855",,,,,"Bailey Avenue","62","01","A21","3","35","14215","14215","8.4553237669"
"MULTILINESTRING ((-78.87574621259 42.873809466554, -78.87554813613 42.873719481585, -78.875385098316 42.873649467264, -78.875304209009 42.873626458675))","9,801","477,796,629","62","90","61","89","South Park Avenue",,"12","A31","4","35","14203","14203","41.5694758479"
"MULTILINESTRING ((-78.808959145578 42.842697425541, -78.80894818714 42.842662495619))","157","477,801,411",,,,,"Abbott Road",,"12","A31","4","35","14220","14220","3.98557398619"
"MULTILINESTRING ((-78.815744135211 42.958589471424, -78.814897140038 42.958596495335, -78.814103169162 42.958622452134))","2,312","510,092,249","121","123",,,"Goodyear Road",,"12","A40","5","25","14226","14226","134.07029952861"
"MULTILINESTRING ((-78.878153216926 42.947754473188, -78.875427129805 42.947763473964))","3,345","477,776,248","820","892","821","885","Hertel Avenue",,"12","A31","4","35","14216","14216","222.66304992072"
"MULTILINESTRING ((-78.821255127973 42.839582468473, -78.820032185591 42.839565440933))","11,483","477,801,853",,,"65","95","Culver Road",,"12","A45","5","25","14220","14220","100.0767795245"
"MULTILINESTRING ((-78.800995074908 42.834463477499, -78.801020149096 42.833538489791))","92","477,802,674","136","162","143","167","Onondaga Avenue",,"03","A41","5","25","14220","14220","102.85779357895"
"MULTILINESTRING ((-78.878146630049 42.876727674382, -78.878118159479 42.87663444308))","10,000","600,061,522",,,,,"State Route 5","5","01","A15","2","65","14202","14202","10.62396103184"
"MULTILINESTRING ((-78.829211110584 42.85537042982, -78.828229091863 42.855757436225))","11,297","477,799,886","84","120","85","131","Good Avenue",,"12","A41","5","25","14220","14220","91.12457901136"
"MULTILINESTRING ((-78.845975124854 42.887851465971, -78.844998147424 42.887855428403))","6,783","477,792,841","224","252","225","249","Peckham Street",,"12","A40","5","25","14206","14206","79.87452785457"
"MULTILINESTRING ((-78.846618181732 42.911032485859, -78.846615207696 42.912298511282))","5,447","477,786,593","2","98","1","99","Celtic Place",,"12","A41","5","25","14208","14208","140.75859618473"
"MULTILINESTRING ((-78.844044094394 42.88266749297, -78.842531122197 42.88266847707))","6,674","477,794,162","46","98","41","99","Pink Street",,"12","A41","5","25","14206","14206","123.70411472538"
"MULTILINESTRING ((-78.808603150205 42.914695522558, -78.808857158064 42.91500849368, -78.808892163338 42.915085479962, -78.80889810284 42.915223489806, -78.808909141802 42.916115484803, -78.808878162619 42.916286508048, -78.808830167746 42.916495463848, -78.808799096217 42.917022498841))","1,281","477,785,554","2","84","1","83","Newburgh Avenue",,"12","A40","5","25","14211","14211","265.45982826282"
"MULTILINESTRING ((-78.87714014263 42.880820503053, -78.876763144547 42.882069502127))","7,530","477,828,250","62","112","65","111","Pearl Street",,"12","A30","4","35","14202","14202","142.24762247554"
"MULTILINESTRING ((-78.872440218933 42.935979479043, -78.872422122301 42.936499515338, -78.872420212004 42.936576471615))","4,838","477,778,980","228","254",,,"Lincoln Parkway",,"12","A45","4","25","14216","14216","66.39605082562"
"MULTILINESTRING ((-78.835707175456 42.907204462073, -78.83570115014 42.907535461972, -78.835715141699 42.908287435714))","6,033","477,787,478","132","198","133","199","East Parade Avenue",,"12","A40","5","25","14211","14211","120.41666970045"
"MULTILINESTRING ((-78.898445846052 42.896292511104, -78.898252945393 42.896145927587, -78.898105135195 42.89606282189, -78.897953040338 42.895982644252))","8,936","477,790,524","76","100","75","99","Dar Drive",,"12","A41","5","25","14201","14201","53.18795715699"
"MULTILINESTRING ((-78.848999100765 42.938359494971, -78.849018210495 42.939127498286, -78.849033106163 42.939297526966, -78.849099097436 42.939909447818, -78.849142132914 42.940145516461, -78.849207207685 42.9403675174))","4,464","477,778,422","346","420","349","419","Woodward Avenue",,"12","A40","5","25","14214","14214","224.32269365547"
"MULTILINESTRING ((-78.817725110047 42.911036436388, -78.817723135825 42.913277447667, -78.817746098796 42.914558455536, -78.81772914296 42.914678501662))","1,376","477,786,591","2","128","1","129","Leslie Street",,"12","A41","5","25","14211","14211","405.00651464014"
"MULTILINESTRING ((-78.862005148571 42.900293439897, -78.861705131501 42.90123249082, -78.861450124965 42.902086465816, -78.861447179984 42.902176512593))","8,190","477,789,382","272","398","273","399","Maple Street",,"12","A40","5","25","14204","14204","214.46949472769"
"MULTILINESTRING ((-78.852235112987 42.915512488061, -78.852227194563 42.916255472478))","5,420","477,785,305","28","52","27","51","Lonsdale Road",,"12","A40","5","25","14208","14208","82.60886756298"
"MULTILINESTRING ((-78.821662174986 42.945676518205, -78.821656188373 42.946618508023))","2,138","477,776,678","390","420","387","419","Parkridge Avenue",,"12","A30","4","35","14214","14215","104.73166904102"
"MULTILINESTRING ((-78.858887134187 42.865706473219, -78.857654158405 42.865774466293))","10,503","477,798,604",,,,,"Unnamed Street",,"12","A41","5","25","14210","14210","101.12245695193"
"MULTILINESTRING ((-78.819348093634 42.910390494633, -78.819314142207 42.914587469591, -78.819314114604 42.914646445106))","1,375","477,786,718","2","158","1","157","Colorado Avenue",,"12","A41","5","25","14211","14211","473.18241425824"
"MULTILINESTRING ((-78.899672431379 42.922003615988, -78.89966764988 42.922003500329, -78.899662961107 42.922002556129, -78.899658507525 42.922000812076, -78.899654424454 42.921998321163, -78.899650835958 42.921995159074, -78.899647851069 42.921991421889, -78.899645560483 42.92198722316, -78.899644033798 42.921982690463, -78.899643317401 42.921977961521, -78.89964343306 42.921973180022, -78.89964437726 42.921968491248, -78.899646121313 42.921964037667, -78.899648612226 42.921959954596, -78.899651774315 42.921956366099, -78.8996555115 42.921953381211, -78.899659710229 42.921951090625, -78.899664242926 42.92194956394, -78.899668971868 42.921948847543, -78.899673753367 42.921948963202, -78.899678442141 42.921949907402, -78.899682895723 42.921951651455, -78.899686978793 42.921954142368, -78.89969056729 42.921957304457, -78.899693552178 42.921961041642, -78.899695842764 42.921965240371, -78.89969736945 42.921969773068, -78.899698085846 42.92197450201, -78.899697970188 42.921979283509, -78.899697025987 42.921983972283, -78.899695281934 42.921988425865, -78.899692791021 42.921992508935, -78.899689628933 42.921996097432, -78.899685891747 42.92199908232, -78.899681693018 42.922001372906, -78.899677160321 42.922002899591, -78.899672431379 42.922003615988))","12,013",,,,,,,,,,,,,,"19.1511488189"
"MULTILINESTRING ((-78.839232109458 42.935029487646, -78.839232173528 42.935355510252))","4,302","477,779,219","2248","2248","2247","2249","Fillmore Avenue",,"12","A31","4","35","14214","14214","36.24757371186"
"MULTILINESTRING ((-78.874757135746 42.937752479181, -78.875198176257 42.937756524892))","3,242","477,778,549","62","70",,,"Chatham Avenue",,"12","A45","5","25","14216","14216","36.03183314792"
"MULTILINESTRING ((-78.86046121506 42.947751501787, -78.859186182192 42.947741527436, -78.858972180475 42.947737498181))","4,589","477,776,261","1284","1328","1289","1325","Hertel Avenue",,"12","A31","4","35","14216","14216","121.63142647733"
"MULTILINESTRING ((-78.814242144209 42.885610441766, -78.812503187622 42.885591465787, -78.809677151618 42.885575470937))","986","477,793,310","2","198","1","199","Chauncey Street",,"12","A41","5","25","14206","14206","373.24172879957"
"MULTILINESTRING ((-78.878922188186 42.879711473693, -78.87890312328 42.879854469708))","9,912","506,986,487",,,,,"State Route 5","5","01","A15","2","65","14202","14202","15.97498669754"
"MULTILINESTRING ((-78.898435114171 42.909711457123, -78.897161109762 42.910359498786))","8,917","477,786,898","56","92","57","91","Hampshire Street",,"12","A31","4","35","14213","14213","126.62205574087"
"MULTILINESTRING ((-78.888912209084 42.936901513394, -78.889291153224 42.937487454428))","3,063","477,778,739",,,,,"Grant Street",,"12","A35","4","35","14207","14207","72.1286919339"
"MULTILINESTRING ((-78.823836119835 42.958125463975, -78.823834183541 42.958159472751))","2,474","477,773,728",,,,,"Niagara Falls Boulevard","950K","01","A31","4","35","14214","14214","3.78441541015"
"MULTILINESTRING ((-78.82156708149 42.852929468571, -78.82142608652 42.852899426711, -78.821363193235 42.852905490574, -78.821278156105 42.852933453479, -78.820071097171 42.853818438627, -78.819999188603 42.853908448343))","11,367","477,800,268","54","198","55","199","Lakewood Avenue",,"12","A41","5","25","14220","14220","175.81434434459"
"MULTILINESTRING ((-78.857288168728 42.889075485549, -78.858131114871 42.891145452342, -78.858324095797 42.891604432657, -78.858346125979 42.891643485646))","7,146","477,792,583","436","534","437","531","Spring Street",,"12","A41","5","25","14204","14204","298.35284882842"
"MULTILINESTRING ((-78.857518149079 42.873334474642, -78.85750120209 42.873392490485))","10,401","477,796,699",,,,,"Hamburg Street",,"12","A31","4","35","14210","14210","6.59748436897"
"MULTILINESTRING ((-78.87207917751 42.872142436032, -78.871990111285 42.872393506091))","10,219","477,796,956","16","28","7","25","Michigan Avenue",,"12","A31","4","35","14203","14204","28.84919582915"
"MULTILINESTRING ((-78.883967115641 42.88360248382, -78.884305190202 42.883963481179, -78.884577189391 42.884235425042, -78.884837207758 42.884476442411, -78.884995122794 42.884608472647, -78.885118162001 42.884676500964, -78.885275206506 42.884728427195, -78.885602146289 42.884820497496, -78.885874137688 42.884895436864))","7,653","477,793,950","88","186","87","187","Lakefront Boulevard",,"12","A41","5","25","14202","14202","219.06119126183"
"MULTILINESTRING ((-78.842370191823 42.892335461733, -78.842379175893 42.893937468146, -78.842370140551 42.895389447181, -78.842379188151 42.895887500835, -78.84237420069 42.896374501412, -78.842382131002 42.896665506261))","6,798","477,791,784","2","154","1","157","Reed Street",,"12","A40","5","25","14212","14212","481.43385781733"
"MULTILINESTRING ((-78.874538214981 42.933235453829, -78.874456172202 42.933392468174))","4,863","477,779,750",,,,,"Ramp",,"01","A63","4","45","14222","14222","18.69991711201"
"MULTILINESTRING ((-78.845853103405 42.900119492206, -78.845846096231 42.900701460032, -78.845865168537 42.901635497265, -78.845863136033 42.901929447902))","6,221","477,789,465","318","378","319","383","Fox Street",,"12","A40","5","25","14211","14211","201.24754609682"
"MULTILINESTRING ((-78.82228517065 42.90920944296, -78.822309107871 42.913208470868, -78.822311180652 42.914526460972))","1,363","477,787,030","480","698","481","699","Goodyear Avenue",,"12","A41","5","25","14211","14211","591.14850172773"
"MULTILINESTRING ((-78.846966136491 42.920183515053, -78.846595158993 42.920161515262, -78.845876121212 42.920129436261, -78.84552414959 42.920121469604))","5,506","477,784,072","328","362","331","365","Florida Street",,"12","A41","5","25","14208","14208","118.04910929237"
"MULTILINESTRING ((-78.830481175026 42.936452505083, -78.829348207625 42.93642951137))","4,149","477,778,888","272","330","271","329","Central Park Plaza",,"12","A41","5","25","14214","14215","92.58784207437"
